,评论内容
956,烟幕弹，挡枪的？真实事件仍然在被掩瞒
957,成都教育系统太烂了吧？上次那位成都某大学的教授自杀还没了解清楚呢！
958,监控！监控！监控！监控！监控！
959,我们知道他们在撒谎，可是我们无能为力，我们只能发微博，我们好可悲
960,不必，直接监控拿出来好吧
961,真的是自杀为什么不立刻通知家长，两小时后才通知家长，还不让进校门，不让看尸体，不让看监控，不让学生开口？
962,还原监控，重要的那一段为啥没了
963,学校那么多人来来往往的，一个活生生的人从楼上掉下去竟然没有一个人看到？这我是不信的，最关键的是，为什么刚好事发那段时间监控没有了？这个怎么圆都圆不了。伤心欲绝的父母在校门口地上坐了那么久了，你们把人拒之门外？最起码的人道主义关怀都没有，教书育人？
964,但凡跟学校有关系的，学校全部否认，希望那所学校里一手遮天的无子无后
965,爬
966,卧槽，这新闻越来越惊悚
967,想知道那位可怜的母亲现在见到儿子最后一面了吗
968,你说不是，那就拿出证据，有那么难吗？
969,看监控
970,这个事，明星都不敢发声了
971,“世上如果还有真要活下去的人们，就先该敢说，敢笑，敢骂，敢哭，敢怒，敢打，在这可诅咒的地方击退可诅咒的年代。”
972,积极应对是不让家长见尸体，删监控
973,发声个毛线！——监控是真的，倒是拿出来啊！——本案通知家长的时间，让我不禁想起了“南大碎尸案”中通知家长的时间，如出一辙！就这一点，学校的相关涉事人员就应该承担——刑事责任！！！
974,唉，近期光跟着怼美国，怼印度了，以为我们国家多安全，多么的让人自豪！这下仿佛清醒了，其实人民还是过的很无助啊，一个孩子死亡的真相都被关系社会的权势所欺瞒！那孩子是在学校死的！是每个孩子都会进的学校啊！为什么每次学校出事都要隐瞒真相？怎样才能保护孩子们，让他们能从学校平安回家！
975,不是有监控吗？麻烦49中公布出来
976,继续发声，都没有把监控放出来有说服力
977,一般出事现场的证据，并不是只有监控的。如果警方鉴定为自杀，也需要有证据，既然说有攀爬，指纹，那么这些也可以提要求看看。另外学生在这起事件中，不叫学生，叫证人。利益方禁止证人发声。这叫威胁恐吓证人，妨碍司法公正。调查的结果，应该由警方公布，而不是由代表利益方的上级机关公布。
978,直接拉到殡仪馆，尸体不见家属，就说明伤势应该不仅仅坠楼，或许做了其他伤害事件，为了掩盖事实，将人推下楼。尸检的结果，对死因绝对是重要证据
979,监控呢？证据呢？就发了那个公告就准备息事宁人？你发尼玛呢
980,“我翻开历史一查，这历史没有年代，歪歪斜斜的每叶上都写着‘仁义道德’四个字。我横竖睡不着，仔细看了半夜，才从字缝里看出字来，满本都写着两个字是‘吃人’！”
981,杀人学校简直杀人学校
982,这让我想起了电视剧«沉默的真相»，但是还好现在有媒体关注
983,有些领导就喜欢玩火，纸永远包不住火，公布事实真相怕影响政绩，个人前程，最后是自己搬砖砸自己的脚！
984,继续发声可以，你倒是把监控公布了啊！比啥都有说服力！
985,他来了他来了，混淆视听的辟谣来了。
986,你还否认，整得好像你是受害者似的
987,微博评论疯了
988,我们已监控出来为事实！！！不听你们学校的发声！
989,滚啊说什么都不信  监控放出来
990,全部顶起来，我们要真相，学校你做个人吧
991,事件持续发酵，微博热榜前10名有近一半相关话题，疑点重重，现在又牵扯出一名化学老师。成都四十九中、成都教育部门、成都公安部门的工作受到质疑。这种情况下，该有一名大人物出场说两句了。 ​​​
992,这世间还有公平可言吗？人民还有说话的权利吗？还是人民当家作主的社会主义国家吗？
993,为什么不给看监控？
994,人被逼得没法子了，会怎么办。人在做，天在看，好自为之
995,把监控拿出来！！！！！！！
996,刨根问底栏目持续报道
997,不让看监控，绝对有问题！！！
998,要个监控就这么难吗？？？？？
999,对不起我想到了顶楼 一股凉意袭来了
1000,反正就是不能给你真相  拖点时间保护想保护的人
1001,欲盖弥彰啊   我要做雪花❄️ ❄️❄️❄️了
1002,那是一条生命，你以为是小猫小狗吗！！！现在这个社会小猫小狗虐待都不可以更别说一个那么年轻的生命！！！！
1003,跟你有关。
1004,删平小能手您来啦
1005,没有监控什么都别说。。。
1006,工作人员的声音为什么那么开心，死的不是自己孩子么
1007,社会就是如此的黑暗和现实，我们这种平常普通人家被打压和欺负，可这涉及到人命我们都还如此无助，希望彻查，监控是最有利的证据，求彻查，给孩子的母亲一个公道？
1008,各位黑客高手、骇客高人……
1009,学校，警方：都不是真的，真的是啥不告诉你们
1010,看，果然洗地了，谁说那些有的没的了，人家家长说了吗？不是一直的诉求是看监控，请当时在场老师同学出来说话吗？
1011,如果真的是这个老师 那请搞死他好吗？
1012,监控才是重点，别用老师转移注意力，放监控！
1013,肯定是不正常的死亡！
1014,太气氛了！他的家属作为一个普通老百姓，出了这么大的事情！实在是真的无能为力！我们国家是法制社会吗？？？？权力大了，居然可以任意妄为！！！！监控凭什么就看不成，真相到底是什么！现在这是什么世道！亲生孩子，从婴儿一点点养到这么大，得付出多少心血！
1015,学校有本事就交监控，不交就是学校的责任，没有人是傻子
1016,让热搜一直挂着，我们要看真相，要监控，要还原事实！！！成都人真的很痛心，作为孩子的母亲，我将来要怎么放心把孩子交给学校，请你告诉我！
1017,满嘴官腔，滚
1018,不是真的，那你倒是拿点真的出来啊
1019,我觉得大家想复杂了，求真相也要理智。这个化学老师要是有这么大本事，唯一的留学名额完全可以通过关系内定。最大的可能是原本属于品学兼优的坠楼孩子的留学名额被抢走了，孩子不懂社会的黑暗，与老师理论反被羞辱，一气之下跳楼。
1020,公布监控有那么难吗
1021,已经有进展了啊。。。手机查了吗，八成有线索！
1022,只要第一时间不让看监控，绝对有鬼！而且到现在都没给公开看！
1023,真是绝了黑暗势力一手折腾，这个年头，还有公正吗？这个社会缺少一个包青天，解救老百姓于水火🔥
1024,学校发什么声？？？我就笑了
1025,别说孩子的父母感觉有问题，就我看热闹的都感觉不对啊， 最起码监控视频你倒是放出来啊，人死了不第一时间通知家长而是直接拉倒殡仪馆，荒唐至极？
1026,持续关注 不要让热度降下去
1027,“报喜不报忧”的作势作风，在这一刻体现的淋漓尽致！
1028,监控入法！！监控丢失入刑法
1029,垃圾学校
1030,不要转移热度，不信谣，不传谣！
1031,没有事为何遮遮掩掩，学校出现这种事如果得不出事实真相，那些家长放心把孩子送进来吗？
1032,要求给家长看监控！！！！！
1033,监控呢
1034,工作人员能表示消息都不是真的，那为什么不能传达真实信息呢！
1035,我相信无风不起浪！
1036,什么化学老师，不过是抛出来的烟雾弹转移视线而已，监控视频呢？真当网友都是傻子吗
1037,好家伙这么长时间还不公布那段关键监控视频证据，这让人想起了美剧《真相捕捉》里面就是在线就把监控内容修改了，何况成都49中这个已经事发很长时间了，不会是真的找团队修改那段关键证据视频吧！细思极恐！
1038,网络信息都不是真的，难道你说的是真的？像你们这种学校以后哪有家长敢送小孩去？
1039,热搜也下去了？就这样遮掩了？过段时间网友一忘就彻底过去了？
1040,把监控放出来就一目了然了呀，在这里解释有什么用，合着就你们学校有嘴了是吧
1041,先不论真相 单就事情的处理方式也是不可原谅的
1042,发声？还是继续想说辞？把视频发出来怎么就不敢？社会这么黑暗了吗？
1043,拿出点实实在在的证据出来，大家也就没这么多疑问了
1044,蹲结果蹲定了，可别不了了之，会让大众心寒
1045,最重要的那段监控没了，调查给谁看啊？当大家都是傻子？？
1046,这个网传消息是谁放出来的？校方或者校方的利益相关？
1047,学校自己发真相吗自己查自己
1048,你发声就是真的？监控都不给看，你好意思叽叽歪歪
