PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon, 
83.67,83.72,0.49,0.38,0.17,56.48,-6.95,3.18,282.32,16.88,91323.62,41.98,100.58, 
78.54,78.59,0.51,0.35,0.17,57.25,-6.84,3.2,282.03,17.35,91350.72,41.99,100.76, 
73.99,74.05,0.53,0.34,0.17,58.26,-6.53,3.19,281.81,17.77,91402.34,42,100.94, 
70.09,70.15,0.56,0.33,0.17,59.63,-6.45,3.2,281.64,18.17,91459,42,101.12, 
68.32,68.38,0.58,0.3,0.17,59.89,-6.74,3.42,281.35,18.87,91501.75,42,101.3, 
66.3,66.36,0.61,0.32,0.17,61.16,-6.72,3.31,281.03,19.69,91448.69,42.01,101.48, 
58.96,59.02,0.63,0.33,0.17,61.46,-6.39,3.28,280.91,19.43,91365.52,42.01,101.66, 
49.77,49.84,0.64,0.34,0.17,61.67,-6.14,3.28,280.69,19.12,91114.89,42.02,101.84, 
37.97,38.05,0.66,0.34,0.17,61.76,-6.13,3.44,280.32,18.66,90620.02,42.02,102.02, 
29.34,29.42,0.67,0.34,0.17,61.62,-6.43,3.79,279.77,19.25,90068.28,42.03,102.2, 
24.5,24.58,0.68,0.33,0.17,61.27,-6.58,4,278.9,20.48,89330.67,42.03,102.38, 
22.3,22.39,0.7,0.31,0.17,60.78,-6.15,3.96,278.03,21.73,88740.15,42.03,102.56, 
21.24,21.33,0.72,0.3,0.17,60.66,-5.47,3.92,277.73,22.15,88707.07,42.04,102.74, 
19.99,20.09,0.73,0.28,0.17,60.4,-5.32,3.87,277.57,22.22,88464.79,42.04,102.92, 
6.86,7.08,0.82,0.34,0.17,57.98,-1.02,0.18,277.02,34.94,91763.02,42.05,106.17, 
5.08,5.32,0.82,0.37,0.17,58.05,-1.3,0.14,277.27,34.96,92196.65,42.05,106.36, 
3.86,4.09,0.8,0.36,0.17,58.46,-1.25,-0.13,276.93,35.69,91963.7,42.04,106.54, 
3.12,3.35,0.79,0.36,0.17,58.81,-0.99,-0.42,276.32,37.02,91337.64,42.04,106.72, 
2.69,2.91,0.78,0.37,0.17,59.21,-0.6,-0.62,275.46,38.96,90301.58,42.04,106.9, 
2.43,2.65,0.77,0.41,0.17,59.53,-0.27,-0.92,274.6,41.05,89208.09,42.04,107.08, 
2.21,2.43,0.77,0.39,0.17,60.08,0.08,-1.02,273.74,43.13,88140.2,42.04,107.26, 
2.09,2.31,0.76,0.38,0.17,60.67,0.59,-1.25,273.01,45.22,87310.86,42.03,107.44, 
2.03,2.24,0.74,0.38,0.17,60.55,1.01,-1.6,272.64,46.86,86994.59,42.03,107.62, 
1.99,2.2,0.73,0.36,0.17,60.22,1.28,-1.86,272.63,47.76,87199.77,42.03,107.8, 
2.01,2.23,0.75,0.38,0.17,60.91,1.37,-2.28,272.76,48.01,87599.34,42.02,107.98, 
2.02,2.24,0.77,0.41,0.17,61.49,1.22,-2.65,272.63,48.68,87665.27,42.02,108.16, 
2,2.22,0.79,0.39,0.17,62.85,1.03,-2.98,272.3,49.4,87428.36,42.01,108.34, 
2.03,2.27,0.92,0.43,0.17,64.56,0.86,-3.06,272,49.96,87124.03,42.01,108.52, 
2.04,2.28,0.96,0.42,0.17,65.51,0.92,-3.13,271.34,51.75,86365.85,42,108.7, 
2.05,2.28,0.88,0.37,0.17,66.39,1.24,-3.13,270.66,52.83,85454.75,42,108.88, 
2.05,2.28,0.82,0.33,0.17,67.73,1.54,-3.16,270.57,52.77,85402.87,42,109.06, 
2.08,2.31,0.79,0.29,0.17,68.27,1.83,-3.19,270.75,52.81,85835.37,41.99,109.24, 
2.13,2.37,0.78,0.27,0.17,68.47,2.2,-3.25,270.75,53,85925.47,41.98,109.42, 
2.23,2.52,0.78,0.27,0.17,68.46,2.58,-3.45,270.61,53.31,85775.55,41.98,109.6, 
2.72,3.21,1.35,0.6,0.17,68.13,2.94,-3.76,270.5,53.54,85626.93,41.97,109.79, 
2.94,3.52,1.44,0.69,0.18,68.18,3.09,-3.79,270.79,52.32,85910.44,41.97,109.97, 
2.96,3.59,1.2,0.61,0.18,68.32,2.97,-3.92,271.22,50.85,86419.52,41.96,110.15, 
3.35,4.25,1.59,0.86,0.18,68.74,2.5,-3.97,271.69,48.48,86827.99,41.95,110.33, 
3.64,5,1.62,0.88,0.18,68.96,2.13,-4.22,271.81,47.43,87071.97,41.95,110.51, 
3.89,5.92,1.43,0.73,0.19,69.26,2.23,-4.21,271.59,48.05,86927.42,41.94,110.69, 
4.48,7.71,1.36,0.62,0.19,69.59,2.16,-4.02,271.64,48.94,87026.73,41.93,110.87, 
5.02,9.69,1.39,0.64,0.19,70.53,2.01,-3.98,271.47,49.44,86963.45,41.92,111.05, 
5.03,10.66,1.44,0.64,0.19,70.52,2.32,-4.14,270.84,50.28,86376.88,41.92,111.23, 
4.97,11.16,1.48,0.63,0.2,70.48,2.65,-4.36,270.83,49.45,86343.92,41.91,111.41, 
5.02,11.46,1.57,0.68,0.2,70.79,2.63,-4.58,270.91,48.55,86505.27,41.9,111.59, 
5.09,11.59,1.55,0.76,0.2,71.14,2.83,-4.67,270.43,48.12,85883.17,41.89,111.77, 
5.2,11.59,1.49,0.76,0.2,71.41,2.99,-4.68,269.93,47.3,85119.71,41.88,111.95, 
5.32,11.2,1.43,0.69,0.19,71.88,3.18,-5.16,269.42,46.81,84552.28,41.88,112.13, 
5.5,10.95,1.42,0.66,0.19,72.02,3.43,-5.74,269.13,46.53,84316.2,41.87,112.31, 
5.77,11.14,1.6,0.73,0.19,72.07,3.4,-6.07,269.44,45.56,84916.45,41.86,112.49, 
6.2,11.47,1.73,0.79,0.19,71.91,3.54,-6.46,269.87,44.56,85783.09,41.85,112.67, 
7.14,11.21,1.8,0.81,0.19,72.45,3.63,-6.06,270.18,43.42,86205.46,41.84,112.85, 
7.87,11.21,2.31,1.11,0.2,72.25,3.83,-6.31,269.66,43.28,85542.06,41.83,113.03, 
8.75,10.93,2.52,1.25,0.2,71.68,4.28,-6.82,268.87,43.64,84504.83,41.82,113.21, 
9.53,11.25,2.53,1.28,0.21,71.1,4.68,-7.41,268.88,42.84,84472.05,41.81,113.38, 
10.71,12.62,3.09,1.62,0.22,69.9,4.77,-8.1,269.3,42.05,85010.49,41.8,113.56, 
12.13,14.09,3.58,1.95,0.23,69.6,4.6,-8.23,269.43,42.28,85185.81,41.79,113.74, 
13.61,15.95,4.33,2.35,0.25,67.76,4.36,-8.4,269.56,42.62,85350.1,41.77,113.92, 
15.76,19.16,5.9,3.05,0.27,66.62,4.04,-8.32,270,42.79,85936.07,41.76,114.1, 
16.65,20.36,5.53,3.41,0.27,65.88,3.74,-8.39,270.15,44.2,86163.12,41.75,114.28, 
17.45,21.56,5.4,3.79,0.28,65.09,3.56,-8.51,270.03,46.17,86064.33,41.74,114.46, 
17.97,22.27,5.5,4.16,0.28,64.46,3.51,-8.5,269.94,48.62,86057.48,41.73,114.64, 
18.63,23.04,5.77,4.35,0.29,64.32,3.75,-8.55,269.84,51.31,86007.73,41.71,114.82, 
19.32,23.7,5.79,4.46,0.3,63.85,4.16,-8.72,269.85,53.78,86058.98,41.7,115, 
20.4,24.71,6.31,4.75,0.31,64.49,4.18,-8.32,270.12,54.93,86094.76,41.69,115.18, 
22.29,26.88,7.21,5.59,0.33,63.74,3.82,-7.68,270.37,55.18,85976.55,41.68,115.36, 
26.15,31.25,7.59,7.53,0.37,61.03,3.46,-7.4,270.4,56.9,85745.72,41.66,115.54, 
31.29,36.76,8.39,9.52,0.4,60.66,3.06,-7.15,270.2,61.35,85492,41.65,115.71, 
36.79,42.22,10.05,11.34,0.44,59.53,2.79,-6.55,269.95,66.23,85169.71,41.64,115.89, 
42.39,47.76,11.77,12.96,0.47,58.67,2.87,-6.43,269.14,69.88,83845.69,41.62,116.07, 
54.57,60.57,15.13,14.2,0.56,58.95,1.99,-6.21,268.76,74.23,83439.28,41.61,116.25, 
62.07,70.28,21.97,14.32,0.63,60.79,0.15,-5.57,269.7,74.02,85800.7,41.59,116.43, 
59.07,70.27,26.84,13.17,0.63,62.9,-1.4,-6.19,270.05,73.25,87217.32,41.58,116.61, 
56.43,71.31,31.58,12.67,0.63,64.26,-1.87,-6.14,269.53,74.94,87255.09,41.56,116.79, 
54.29,72.45,35.01,12.55,0.64,65.46,-1.58,-6.25,270.29,73.08,88796.86,41.55,116.97, 
53.79,74.02,37.65,12.89,0.66,66.39,-2.01,-7.09,271.02,70.14,90048.53,41.53,117.14, 
54.69,76.92,39.87,13.55,0.68,66.99,-2.38,-7.24,271.07,71.18,90479.36,41.52,117.32, 
57.63,82.74,41.41,14.69,0.72,66.61,-2.67,-6.97,271.89,71.23,92031.33,41.5,117.5, 
62,89.58,44.51,16.02,0.76,65.41,-3.08,-6.99,271.92,71.59,92155.54,41.49,117.68, 
64.6,92.73,46.82,16.48,0.77,65.11,-3.04,-6.01,271.28,73.51,91168.72,41.47,117.86, 
64.12,91.67,44.58,15.72,0.75,65.42,-4.09,-6.48,271.4,70.14,91322.39,41.46,118.03, 
65.53,94.18,42.89,15.2,0.77,65.16,-5.75,-7.91,269.98,73.57,89693.57,41.44,118.21, 
68.56,98.06,45.55,15.71,0.81,62.82,-5.19,-8.38,268.46,81.06,88566.92,41.42,118.39, 
74.56,109.32,45.7,18.59,0.88,58.86,-3.87,-8.06,269.54,83.08,91217.21,41.41,118.57, 
80.7,117.42,47.43,20.96,0.95,55.31,-3.57,-8.82,270.47,84.83,93268.33,41.39,118.75, 
82.31,116.58,44.03,22.44,0.94,52.57,-2.94,-8.48,270.08,88.98,93093.54,41.37,118.92, 
78.71,105.77,38.07,24.45,0.86,50.44,-2.26,-7.51,270.64,89.29,94135.29,41.35,119.1, 
72.44,90.47,31.33,24.01,0.75,50.44,-2.86,-6.96,271.6,85.95,95679.8,41.33,119.28, 
65.7,76.15,24.33,20.68,0.66,51.91,-4.17,-6.77,271.35,85.02,95419.38,41.32,119.46, 
61.87,67.26,18.92,19.41,0.61,51.42,-4.57,-7.35,271.11,86,95423.98,41.3,119.63, 
56.82,59.99,15.19,18.8,0.56,50.43,-4.58,-7.53,272.1,84.14,97137.76,41.28,119.81, 
51.9,54.22,13.8,19.57,0.53,48.4,-4.76,-7.45,271.87,85.66,96857.69,41.26,119.99, 
49.41,51.52,14.63,22.26,0.52,44.76,-3.95,-6.78,271.22,88.36,96010.8,41.24,120.16, 
50.97,53.37,16.05,24.97,0.54,41.72,-3.04,-6.94,272.23,87.69,98052.2,41.22,120.34, 
54.65,57.26,17.6,26.67,0.56,39.76,-3.11,-6.36,272.85,87.67,99471.56,41.2,120.52, 
59.07,62.21,20.09,28.8,0.59,37.67,-3.27,-5.98,273.05,88.59,99968.66,41.18,120.7, 
64.54,68.52,24.08,31.92,0.63,34.68,-3.27,-5.63,273.42,88.68,100787.5,41.16,120.87, 
73.43,79.53,30.22,37.66,0.78,29.17,-3.37,-5.41,273.53,89.6,101084.15,41.14,121.05, 
79.26,87.14,26.03,34.65,0.92,29.91,-3.5,-5.3,273.65,91.16,101580.59,41.12,121.23, 
86.43,96.64,22.52,31.07,1.12,30.74,-3.79,-5.26,273.94,91.84,102029.02,41.1,121.4, 
92.18,104.92,22.97,30.23,1.22,29.65,-3.92,-5.16,274,93,102035.01,41.08,121.58, 
96.45,111.16,26.61,32.61,1.26,26.58,-3.73,-4.62,273.97,94.78,102004.63,41.06,121.75, 
102.72,121.12,30.61,35.21,1.34,23.33,-3.57,-4.41,273.99,96.52,102016.79,41.04,121.93, 
106.44,126.59,32.89,36.39,1.42,21.51,-3.5,-3.87,274.09,97.97,102011.5,41.02,122.11, 
97.83,115.4,24.65,29.77,1.28,26.19,-3.31,-3.22,274.05,98.64,101963.04,41,122.28, 
94.7,111.2,25.34,30.91,1.19,26.2,-2.9,-2.57,274.14,98.44,101954.59,40.97,122.46, 
89.72,105.31,27.06,33.36,1.1,26.38,-2.58,-1.55,274.7,97.42,101972.83,40.95,122.63, 
73.59,85.64,24.56,27.82,0.91,34.3,-2.63,0.38,275.3,93.12,101524.25,40.93,122.81, 
55.21,62.76,17.39,16.46,0.7,49.69,-3.05,2.31,274.76,91.68,99889.34,40.91,122.99, 
45.82,51.63,11.38,8.86,0.59,60.38,-3.57,3.47,274.05,93.46,98582.6,40.89,123.16, 
44.84,50.44,10.7,8.08,0.59,62.21,-4.01,4.58,273.57,94.74,97434.66,40.86,123.34, 
45.23,50.62,11.58,8.36,0.6,61.62,-4.09,4.56,272.8,96.16,95817.78,40.84,123.51, 
49.2,55.41,12.36,9.82,0.63,57.97,-3.82,3.32,272.26,98.17,95692.33,40.82,123.69, 
51.04,58.52,12.43,10.42,0.65,56.9,-3.32,2.53,272.86,97.84,97696.42,40.79,123.86, 
49.77,56.86,13.12,9.55,0.63,58.36,-2.93,2.41,273.49,96,99116.95,40.77,124.04, 
48.47,55.81,12.94,9.02,0.6,59.66,-2.77,2.42,273.64,94.36,98940.75,40.74,124.21, 
46.69,54.08,12.29,8.5,0.58,60.63,-2.61,2.43,273.73,92.94,98726.1,40.72,124.39, 
45.44,53.18,11.78,8.52,0.58,61.41,-2.7,2.58,273.88,91.58,98665.18,40.69,124.56, 
44.21,52.03,12.71,9.4,0.59,60.09,-2.67,2.4,273.99,91.07,98731.59,40.67,124.74, 
42.15,49.51,13.24,9.24,0.55,60.2,-2.18,1.96,274.22,90.59,98994.09,40.65,124.91, 
35.16,40.79,10.03,5.43,0.42,65.3,-1.53,2.13,274.7,88.01,99256.08,40.62,125.09, 
0.97,1.02,0.24,0.38,0.15,75.98,4.36,-0.82,260.11,77.61,57978.12,38.65,73.8, 
1.07,1.13,0.26,0.37,0.15,75.84,4.25,-1.22,260.56,76.78,58468.92,38.69,73.97, 
1.17,1.23,0.28,0.35,0.15,75.56,5.04,1.17,260.54,76.94,58152.56,38.73,74.13, 
1.24,1.29,0.3,0.34,0.15,77.43,5.65,3.22,261.43,74.17,58433.66,38.77,74.3, 
1.3,1.36,0.32,0.35,0.15,76.88,6.15,4.59,262.9,68.48,59286.5,38.81,74.46, 
1.27,1.34,0.33,0.39,0.15,78.12,5.19,2.34,265.23,61.27,61238.51,38.85,74.63, 
1.33,1.41,0.36,0.46,0.15,79.08,4.79,-0.61,266.21,58.9,62357.95,38.88,74.8, 
1.39,1.48,0.36,0.45,0.15,80.14,6.42,2.28,265.93,58.31,61430.08,38.92,74.96, 
1.33,1.41,0.28,0.41,0.14,74.97,4.52,0.36,269.06,58.19,64114.78,38.96,75.13, 
3.12,3.26,0.33,0.47,0.14,69.05,2.95,-2.8,275.17,48.09,71341.03,39,75.3, 
4.53,4.72,0.46,0.55,0.14,67.91,4.74,-3.81,281.47,36,78882.39,39.03,75.47, 
6.46,6.78,0.75,0.83,0.15,66.34,5.76,-3.77,284.82,31.85,83145.87,39.07,75.63, 
9.95,10.59,1.73,1.6,0.17,63.11,6.12,-3.58,286.63,30.63,85288.84,39.11,75.8, 
15.52,16.55,2.96,2.58,0.19,59.62,5.64,-3.31,288.07,29.44,86746.88,39.14,75.97, 
23.98,25.28,3.68,3.27,0.2,56.06,3.92,-2.95,288.8,28.12,87176.23,39.18,76.14, 
30.35,31.59,3.33,2.9,0.2,54.11,1.74,-2.64,289.41,25.93,87402.66,39.22,76.31, 
34.48,35.68,3.05,2.62,0.2,52.54,0.02,-2.53,289.88,23.47,87521.88,39.25,76.47, 
37.37,38.4,2.78,2.23,0.19,52.2,-1.22,-2.25,289.99,22.25,87650.15,39.29,76.64, 
39.8,40.55,2.31,1.57,0.17,52.98,-2.6,-1.75,289.94,21.94,87770.56,39.32,76.81, 
44.64,45.24,1.86,1.15,0.16,53.03,-4.63,-0.96,289.95,21.42,87877.95,39.36,76.98, 
47.94,48.48,1.71,1.04,0.16,52.94,-6.66,0.01,290.09,20.95,87974.21,39.39,77.15, 
48.39,48.93,1.75,1.07,0.16,52.88,-7.96,0.2,290.21,20.8,88093.05,39.43,77.32, 
47.5,48.05,1.8,1.13,0.16,52.83,-8.66,0.12,290.22,20.93,88196.6,39.46,77.49, 
45.96,46.5,1.8,1.11,0.16,52.94,-9.12,-0.02,290.19,21.14,88247.12,39.5,77.65, 
44.27,44.78,1.78,1.06,0.16,53.12,-9.48,0.02,290.17,21.36,88296.96,39.53,77.82, 
42.51,43,1.79,1.06,0.16,53.18,-9.87,0.09,290.19,21.56,88366.88,39.57,77.99, 
40.7,41.2,1.83,1.12,0.16,53,-10.2,-0.15,290.19,21.82,88452.83,39.6,78.16, 
39.03,39.51,1.87,1.16,0.16,52.25,-10.3,-0.73,290.18,22.15,88550.84,39.63,78.33, 
37.8,38.31,1.93,1.18,0.16,52.11,-10.18,-1.42,290.18,22.29,88693.78,39.67,78.5, 
37.11,37.65,1.98,1.2,0.16,51.54,-9.82,-1.92,289.91,22.84,88567.87,39.7,78.67, 
37,37.57,2,1.18,0.16,50.99,-9.04,-2.08,289.51,23.51,88351.44,39.73,78.84, 
37.18,37.78,2.06,1.19,0.16,50.69,-8.18,-2.2,289.58,23.57,88654.34,39.77,79.01, 
37.56,38.15,1.97,1.1,0.16,51.02,-7.86,-2.09,289.8,23.16,88988.79,39.8,79.18, 
37.94,38.52,1.82,1.01,0.16,51.38,-7.9,-2.21,289.74,23.02,89058.1,39.83,79.35, 
38.47,39.06,1.84,1.04,0.16,51.82,-7.74,-2.55,289.72,22.8,89143.21,39.86,79.53, 
39.47,40.07,1.87,1.07,0.16,52.5,-7.25,-2.86,289.63,22.58,89226.96,39.89,79.7, 
41.1,41.69,1.83,1.08,0.16,52.32,-6.62,-2.92,289.59,22.11,89231.12,39.93,79.87, 
43.71,44.28,1.73,1.04,0.16,52.43,-5.86,-2.61,289.52,21.5,89188.47,39.96,80.04, 
47.79,48.3,1.54,0.92,0.16,53.06,-5,-1.83,289.72,20.61,89233.06,39.99,80.21, 
54.76,55.16,1.16,0.59,0.15,54.19,-4.47,-0.43,290.15,19.72,89348.8,40.02,80.38, 
65,65.29,0.78,0.24,0.15,54.45,-4.45,0.81,290.53,19.71,89450.42,40.05,80.55, 
66.26,66.53,0.75,0.2,0.15,54.75,-4.65,1.51,290.79,19.94,89513.43,40.08,80.72, 
64.96,65.24,0.76,0.19,0.15,55.18,-4.8,1.91,290.88,20.29,89542.14,40.11,80.9, 
62.95,63.23,0.77,0.18,0.15,55.56,-4.77,2.15,290.87,20.76,89590.81,40.14,81.07, 
60.73,61.01,0.78,0.18,0.15,55.88,-4.65,2.23,290.83,21.34,89656.56,40.17,81.24, 
58.49,58.76,0.8,0.17,0.15,56.17,-4.51,2.31,290.75,21.95,89698.35,40.2,81.41, 
56.13,56.4,0.81,0.16,0.15,56.53,-4.38,2.33,290.67,22.54,89730.7,40.23,81.58, 
53.72,53.99,0.82,0.15,0.15,56.91,-4.26,2.4,290.6,23.07,89760.29,40.26,81.76, 
51.22,51.49,0.84,0.14,0.15,57.32,-4.16,2.49,290.57,23.51,89818.34,40.29,81.93, 
48.61,48.88,0.85,0.13,0.15,57.79,-4.12,2.61,290.57,23.86,89921.64,40.32,82.1, 
45.98,46.25,0.87,0.13,0.15,58.31,-4.12,2.63,290.59,24.12,90041.4,40.35,82.28, 
43.44,43.71,0.9,0.13,0.15,58.86,-4.16,2.63,290.63,24.24,90136.65,40.38,82.45, 
41.07,41.35,0.92,0.13,0.15,59.43,-4.18,2.6,290.68,24.25,90212.77,40.4,82.62, 
38.86,39.14,0.95,0.14,0.15,60.03,-4.2,2.51,290.75,24.21,90320.23,40.43,82.79, 
36.78,37.06,0.98,0.15,0.15,60.63,-4.26,2.42,290.84,24.08,90433.15,40.46,82.97, 
34.82,35.1,1,0.16,0.15,61.24,-4.36,2.36,290.9,23.93,90495.37,40.49,83.14, 
32.98,33.27,1.03,0.17,0.15,61.83,-4.4,2.28,290.93,23.83,90529.03,40.52,83.31, 
31.27,31.56,1.06,0.19,0.15,62.4,-4.36,2.12,290.94,23.75,90562.12,40.54,83.49, 
29.72,30.02,1.09,0.2,0.15,62.87,-4.28,2.01,290.92,23.72,90563.66,40.57,83.66, 
28.18,28.48,1.12,0.21,0.15,63.43,-4.17,1.96,290.88,23.75,90587.22,40.6,83.84, 
26.64,26.94,1.15,0.22,0.15,64.05,-4.07,1.98,290.89,23.66,90689.73,40.62,84.01, 
25.08,25.38,1.18,0.25,0.15,64.74,-4.03,1.97,290.96,23.39,90782.87,40.65,84.18, 
23.55,23.86,1.21,0.25,0.15,65.53,-4.07,1.79,291.04,22.99,90848.02,40.68,84.36, 
22.17,22.49,1.26,0.21,0.15,66.01,-4.13,1.5,291.07,22.86,90891.69,40.7,84.53, 
20.97,21.3,1.32,0.22,0.15,66.39,-4.18,1.26,291.03,22.83,90881.87,40.73,84.71, 
19.88,20.22,1.41,0.26,0.15,66.64,-4.1,1.01,290.94,23.02,90944.92,40.75,84.88, 
18.68,19.04,1.49,0.32,0.15,66.86,-3.96,0.78,290.93,23.13,91120.5,40.78,85.06, 
17.36,17.73,1.55,0.36,0.15,67.1,-3.91,0.62,291.01,23.05,91250.58,40.8,85.23, 
15.92,16.29,1.56,0.38,0.15,67.41,-3.84,0.54,291.03,23.01,91282.75,40.83,85.41, 
14.34,14.7,1.54,0.39,0.15,67.97,-3.72,0.45,291.03,22.95,91278.72,40.85,85.58, 
12.63,12.97,1.47,0.38,0.15,68.62,-3.66,0.59,291.11,22.79,91310.41,40.88,85.76, 
10.96,11.29,1.37,0.36,0.15,69.1,-3.74,0.81,291.25,22.55,91308.2,40.9,85.93, 
9.53,9.85,1.3,0.36,0.15,69.31,-3.86,0.93,291.31,22.38,91244.34,40.92,86.11, 
8.35,8.65,1.25,0.39,0.15,69.57,-3.98,0.94,291.35,22.22,91252.23,40.95,86.28, 
7.4,7.7,1.24,0.42,0.15,69.94,-4.23,1.04,291.47,21.96,91285.76,40.97,86.46, 
6.68,6.98,1.24,0.45,0.15,70.82,-4.67,1.11,291.72,21.19,91319.65,40.99,86.63, 
6.11,6.41,1.24,0.46,0.15,71.51,-4.93,1.14,291.93,20.79,91381.96,41.02,86.81, 
5.65,5.94,1.24,0.46,0.15,72.27,-5.09,0.91,292.28,20.15,91456.67,41.04,86.98, 
5.29,5.58,1.24,0.44,0.15,72.8,-5.45,0.29,292.76,19.43,91597.25,41.06,87.16, 
4.99,5.27,1.24,0.41,0.15,73.08,-5.89,-0.15,292.9,19.13,91382.22,41.09,87.34, 
4.71,4.99,1.25,0.35,0.15,73.3,-6.41,-0.78,292.23,19.69,90356.96,41.11,87.51, 
4.44,4.72,1.26,0.31,0.15,73.51,-7.06,-1.73,290.89,21.05,88725.45,41.13,87.69, 
4.21,4.49,1.27,0.29,0.15,73.7,-7.73,-2.43,288.97,23.36,86615.09,41.15,87.86, 
4.06,4.34,1.28,0.28,0.15,73.76,-7.74,-2.92,286.86,26.43,84571.29,41.17,88.04, 
3.93,4.22,1.29,0.28,0.15,73.81,-6.76,-3.58,285.89,28.34,84078.27,41.19,88.22, 
3.78,4.06,1.3,0.3,0.16,73.72,-5.57,-4.15,286.4,28.13,85233.93,41.21,88.39, 
3.52,3.8,1.28,0.28,0.16,73.49,-4.87,-4.57,287.18,27.57,86693.91,41.24,88.57, 
3.26,3.53,1.23,0.21,0.16,72.82,-5.16,-4.42,287.96,26.7,87905.36,41.26,88.75, 
3.06,3.33,1.19,0.19,0.16,72.11,-6.37,-3.8,288.69,25.08,88248.71,41.28,88.92, 
2.91,3.17,1.16,0.19,0.16,71.6,-7.27,-3.5,287.95,25.81,86960.53,41.3,89.1, 
2.79,3.03,1.12,0.18,0.16,71.41,-6.97,-3,286.06,28.6,84876.02,41.32,89.28, 
2.64,2.88,1.09,0.18,0.16,71.55,-5.84,-2.19,284.92,30.41,83795.01,41.34,89.46, 
2.47,2.7,1.04,0.18,0.16,72.01,-4.81,-1.35,285.22,29.68,84231.39,41.36,89.63, 
2.3,2.51,0.99,0.17,0.16,72.62,-4.48,-0.67,286.07,27.62,85129.02,41.38,89.81, 
2.13,2.33,0.93,0.17,0.16,73.47,-4.71,-0.11,286.6,25.84,85621.66,41.39,89.99, 
2,2.19,0.89,0.17,0.16,74.36,-4.76,-0.14,286.86,25.25,86194.16,41.41,90.16, 
1.9,2.09,0.85,0.18,0.16,74.51,-4.79,-1,287.34,24.92,87156.3,41.43,90.34, 
1.84,2.01,0.83,0.19,0.16,74.35,-5.12,-1.43,287.92,24.03,87804.86,41.45,90.52, 
1.78,1.96,0.8,0.2,0.16,74.19,-5.28,-1.57,288.29,23.39,88188.65,41.47,90.7, 
1.74,1.91,0.78,0.21,0.16,73.92,-5.25,-1.86,288.62,22.93,88641.41,41.49,90.88, 
1.72,1.88,0.76,0.23,0.16,73.55,-5.22,-2.06,288.72,22.8,88898.94,41.5,91.05, 
1.69,1.85,0.74,0.26,0.16,73.22,-5.28,-1.94,288.75,22.78,89112.44,41.52,91.23, 
1.67,1.83,0.73,0.28,0.16,72.98,-5.53,-1.61,288.93,22.32,89235.92,41.54,91.41, 
1.66,1.81,0.72,0.32,0.16,72.83,-5.61,-1.6,288.81,22.27,89016.6,41.56,91.59, 
1.66,1.81,0.71,0.35,0.16,72.72,-5.43,-1.76,288.64,22.39,88828.53,41.57,91.77, 
1.66,1.81,0.7,0.28,0.16,72.58,-5.14,-1.81,288.46,22.48,88592.05,41.59,91.94, 
1.67,1.82,0.7,0.17,0.16,72.4,-4.67,-1.66,288.19,22.79,88382.12,41.61,92.12, 
1.69,1.84,0.7,0.16,0.16,72.21,-4.13,-1.34,287.98,23.08,88337.91,41.62,92.3, 
1.71,1.87,0.7,0.17,0.16,72,-3.59,-1.01,287.7,23.46,88255.92,41.64,92.48, 
1.74,1.89,0.7,0.18,0.16,71.65,-3.04,-0.62,287.47,23.71,88235.2,41.65,92.66, 
1.76,1.92,0.7,0.19,0.16,70.93,-2.6,-0.03,287.36,23.62,88209.68,41.67,92.84, 
1.79,1.95,0.7,0.22,0.16,69.94,-2.26,0.57,287.31,23.36,88282.52,41.68,93.01, 
1.84,1.99,0.7,0.23,0.16,68.87,-1.78,1.14,287.36,22.93,88386.26,41.7,93.19, 
1.86,2.01,0.7,0.24,0.16,69.49,-1.68,1.94,287.66,21.3,88399.41,41.71,93.37, 
1.92,2.08,0.7,0.25,0.16,69.2,-1.78,2.48,287.86,20.51,88508.59,41.73,93.55, 
1.98,2.13,0.71,0.28,0.16,68.94,-1.54,2.49,287.92,20.17,88503.91,41.74,93.73, 
1.96,2.11,0.68,0.3,0.16,67.56,-2.01,2.31,288.07,19.81,88360.65,41.76,93.91, 
1.95,2.1,0.68,0.3,0.16,68.66,-3.02,2.71,287.99,19.41,88014.6,41.77,94.09, 
2.08,2.23,0.72,0.33,0.16,71.21,-3.26,3.52,287.48,19.34,87340.13,41.78,94.27, 
2.24,2.39,0.73,0.35,0.16,71.24,-2.86,3.88,286.89,19.63,86447.16,41.8,94.45, 
2.47,2.61,0.72,0.38,0.16,69.84,-2.83,4.39,286.13,20.2,85304.62,41.81,94.63, 
2.81,2.96,0.72,0.42,0.16,70.33,-2.91,5.23,285.31,20.74,84457.45,41.82,94.8, 
3.2,3.35,0.7,0.44,0.16,70.84,-2.89,5.69,284.66,21.39,83657.56,41.84,94.98, 
3.5,3.64,0.66,0.44,0.16,71.04,-2.91,5.81,283.21,23.21,81971.25,41.85,95.16, 
3.69,3.82,0.61,0.4,0.16,70.53,-2.77,5.8,281.65,25.36,80339.73,41.86,95.34, 
3.86,3.98,0.56,0.37,0.16,71.64,-2.53,5.53,280.75,26.67,79636.42,41.87,95.52, 
